Planning Authority ,Site Code,Site Name,Address,East,North,Site Type,Location of Site,Datazone,lon,lat
North Lanarkshire,NL008501781,FORMER GARRION FARM BUILDINGS (NLMW1180),HORSLEY BRAE OVERTOWN,279643,651106,Derelict,"Site in settlement with population under 2,000",S01011362,-3.9185033419285187,55.73833827784464
North Lanarkshire,NL008501785,SITE OF FORMER CASTLEHILL PRIMARY SCHOOL,BIRKSHAW BRAE GOWKTHRAPPLE WISHAW,279229,653733,Derelict,"Site in settlement with population equal to or over 2,000",S01011361,-3.926255568048498,55.761825534071015
North Lanarkshire,NL008501787,FORMERLY 'THE SQUARE'  (HOUSING SITE NLMW0677),MORNINGSIDE ROAD MORNINGSIDE NEWMAINS,283182,655266,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011426,-3.8639530125015886,55.776563261803545
North Lanarkshire,NL008501788,SITE OF FORMER PUB - ROWAN TREE (HOUSING SITE NLMW,BONKLE ROAD NEWMAINS,282701,656334,Derelict,"Site in settlement with population equal to or over 2,000",S01011423,-3.872076802683476,55.78603762770408
North Lanarkshire,NL008501791,SITE OF FORMER DUTCHESS PARK DEPOT,CADZOW STREET MOTHERWELL,274910,656573,Derelict,"Site in settlement with population equal to or over 2,000",S01011478,-3.9963436696577794,55.78622972718491
North Lanarkshire,NL008501798,SITE OF FORMER ATLANTIC WORKS,GLEN ROAD NEWHOUSE INDUSTRIAL ESTATE NEWHOUSE,277934,661368,Derelict,"Site in settlement with population equal to or over 2,000",S01011504,-3.9503051903829545,55.830061022300924
North Lanarkshire,NL008501799,SITE EAST OF WH MALCOLM,GLASGOW AND EDINBURGH ROAD NEWHOUSE,278377,661348,Derelict,"Site in settlement with population equal to or over 2,000",S01011446,-3.943228495595538,55.829993316341934
North Lanarkshire,NL008501801,SITE OF FORMER EASTFIELD NURSERY (GLASSHOUSES),OLD EASTFIELD STREET EASTFIELD HARTHILL,289707,664215,Derelict,"Site in settlement with population equal to or over 2,000",S01011439,-3.763616998165547,55.858464500326455
North Lanarkshire,NL008501832,SITE OF FORMER GASHOLDER STATION (HOUSING SITE NLM,NETHERTON STREET NETHERTON WISHAW,278485,654708,Derelict,"Site in settlement with population equal to or over 2,000",S01011388,-3.938539437912851,55.77039455593242
North Lanarkshire,NL008501833,SITE OF FORMER WISHAW METHODIST CHURCH (HSG REF NL,CALEDONIAN ROAD WISHAW,279540,654912,Derelict,"Site in settlement with population equal to or over 2,000",S01011395,-3.9218233862778615,55.7724904696137
North Lanarkshire,NL008501834,FORMER OVERTOWN PRIMARY SCHOOL (HOUSING SITE NLMW1,MAIN STREET OVERTOWN,280475,653297,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01011357,-3.9062197968636494,55.758219770524875
North Lanarkshire,NL008501835,FORMER RECREATION GROUND (HOUSING SITE NLMW1250),OVERTOWN ROAD WATERLOO WISHAW,281211,653986,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011426,-3.8947988642526497,55.76458837754685
North Lanarkshire,NL008501837,LAND NORTH OF TIMBER YARD (HOUSING SITE NLWM1174),NORTH AND SOUTH ROAD BELLSIDE CLELAND,281360,658052,Derelict,"Site in settlement with population equal to or over 2,000",S01011426,-3.894196960907025,55.801137986788376
North Lanarkshire,NL008501840,PROPOSED HOUSING SITE NLMW1224,MABEL STREET MOTHERWELL,275437,656359,Derelict,"Site in settlement with population equal to or over 2,000",S01011474,-3.987847549783906,55.78444423304508
North Lanarkshire,NL008501843,FORMER VICTORIA PARK (HOUSING SITE NLMW1171),WOODHALL ROAD WISHAW,281836,655573,Derelict,"Site in settlement with population equal to or over 2,000",S01011426,-3.8855319645749833,55.77899299131073
North Lanarkshire,NL008501845,LAND EAST OF ASDA,MORNINGSIDE ROAD NEWMAINS,282563,655828,Derelict,"Site in settlement with population equal to or over 2,000",S01011417,-3.8740578773559156,55.78146013406856
North Lanarkshire,NL008501846,PROPOSED HOUSING SITE NLMW1161,COMMUNITY ROAD ORBISTON BELLSHILL,273129,658947,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011514,-4.025831845362064,55.80708240838951
North Lanarkshire,NL008501850,FORMER WOODEND CARAVAN PARK (HLAND SITE NLMW1239),MILL ROAD ALLANTON,284731,657609,Vacant Land,"Site in settlement with population under 2,000",S01011426,-3.8402643413313053,55.7979761164721
North Lanarkshire,NL008501856,INDUSTRIAL SITE EAST - NLS00596,PHEONIX CRESCENT STRATHCLYDE BUSINESS PARK BELLSHILL,272927,661958,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011532,-4.030460765948738,55.834065956655984
North Lanarkshire,NL008501857,FORMER TEMPORARY PARKING AREA,FINCH WAY STRATHCLYDE BUSINESS PARK BELLSHILL,272845,661840,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011532,-4.0317138117888645,55.83298479438085
North Lanarkshire,NL008501860,FORMER BLAES PITCHES (FORMER HOUSING SITE NLMW1228,BON ACCORD CRESCENT DYKEHEAD SHOTTS,287305,660321,Derelict,"Site in settlement with population equal to or over 2,000",S01011431,-3.800352932221901,55.822938775774034
North Lanarkshire,NL008501915,LAND ADJACENT TO PAXTANE FARM,WEST MAIN STREET HARTHILL,289983,664048,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011439,-3.7591421598356716,55.85702782867518
North Lanarkshire,NL008501917,PROPOSED LDP REGENERATION SITE 2/13,BELLSHILL ROAD UDDINGSTON,270762,660566,Derelict,"Site in settlement with population equal to or over 2,000",S01011534,-4.0643404679291795,55.820991875590266
North Lanarkshire,NL008501918,FORMER PLAYING FIELDS (PROPOSED HOUSING SITE),LABURNUM ROAD VIEWPARK UDDINGSTON,271541,661003,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011532,-4.0521224642207,55.825123752202735
North Lanarkshire,NL008501920,SITE OF FORMER AMEY ROADS DEPOT,AITKENHEAD ROAD TANNOCHSIDE UDDINGSTON,270299,662440,Derelict,"Site in settlement with population equal to or over 2,000",S01011552,-4.0726200551413605,55.837694402356846
North Lanarkshire,NL008501924,THE VOE SOUTH -  NLMW741 REMAINDER,TORBOTHIE ROAD SHOTTS,288594,659958,Derelict,"Site in settlement with population equal to or over 2,000",S01011439,-3.7796408908695853,55.81997816460926
North Lanarkshire,NL008501927,LAND SOUTH OF SUNNYSIDE,WISHAW LOW ROAD CLELAND,280158,657671,Derelict,Site in countryside,S01011451,-3.9131923092650216,55.79741983402701
North Lanarkshire,NL008501929,SITE OF FORMER TIP (FORMER HOUSING SITE NLMW1065),JERVISTON ROAD MOTHERWELL,276064,658704,Derelict,"Site in settlement with population equal to or over 2,000",S01011462,-3.978924111927624,55.8056626453783
North Lanarkshire,NL008501930,RAVENSCRAIG NORTH WEST - REMAINDER,PROSPECTHILL ROAD RAVENSCRAIG MOTHERWELL,276729,657561,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011451,-3.967803381192444,55.795569115263454
North Lanarkshire,NL008501936,SITE OF FORMER DSS OFFICES,ROBERTS STREET WISHAW,279467,655340,Derelict,"Site in settlement with population equal to or over 2,000",S01011401,-3.9231756746166546,55.77631569055237
North Lanarkshire,NL008501939,SITE OF FORMER WATER TOWER,BARONS ROAD MUIRHOUSE MOTHERWELL,276920,654986,Derelict,"Site in settlement with population equal to or over 2,000",S01011371,-3.963595023326542,55.77249506585944
North Lanarkshire,NL008501940,OLD MANSE ROAD -  FORMER HLA SITE NLMW0143A,OLD MANSE ROAD NETHERTON WISHAW,278517,654191,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011362,-3.937799271359942,55.765760002452026
North Lanarkshire,NL008501946,LAND AT REEMA ROAD (HLA NLMW1322),REEMA ROAD BELLSHILL,274045,660590,Derelict,"Site in settlement with population equal to or over 2,000",S01011525,-4.011988349672028,55.82207538853108
North Lanarkshire,NL008501954,DEMOLISHED FACTORY UNITS - NORTH SITE,NETHERDALE ROAD NETHERTON INDUSTRIAL ESTATE WISHAW,278247,654774,Derelict,"Site in settlement with population equal to or over 2,000",S01011365,-3.9423602393498314,55.77092735124275
North Lanarkshire,NL008501956,LAND AT 16 HOLYTOWN ROAD,HOLYTOWN ROAD HOLYTOWN,275536,660363,Derelict,"Site in settlement with population equal to or over 2,000",S01011497,-3.9881021080621677,55.82042389458685
North Lanarkshire,NL008501975,SITE OF FORMER SOCIAL WORK OFFICE - HSG SITE NLMW1,GRAHAM STREET WISHAW,279833,654936,Derelict,"Site in settlement with population equal to or over 2,000",S01011396,-3.9171661912717686,55.77277890679828
North Lanarkshire,NL008501993,SITE OF FORMER ELECTRICAL WORKS (ILS NLS00606),LAUCHOPE ROAD NEWHOUSE INDUSTRIAL ESTATE NEWHOUSE,277643,661398,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011504,-3.95496137105218,55.83025669392136
North Lanarkshire,NL008502013,GOWKTHRAPPLE EAST DEMOLITIONS,STANHOPE PLACE GOWKTHRAPPLE WISHAW,279123,653654,Derelict,"Site in settlement with population equal to or over 2,000",S01011361,-3.9279087643474715,55.76108963805932
North Lanarkshire,NL008502015,SITE OF FORMER NEWMAINS PS & FAMILY LEARNING CENTR,SCHOOL ROAD NEWMAINS,282110,655804,Derelict,"Site in settlement with population equal to or over 2,000",S01011417,-3.881266039993756,55.78113431778911
North Lanarkshire,NL008502017,SITE OF FORMER ST BRIGID'S PRIMARY SCHOOL,NEWTON DRIVE NEWMAINS,282092,656135,Derelict,"Site in settlement with population equal to or over 2,000",S01011417,-3.8816961774934207,55.784102355302565
North Lanarkshire,NL008502018,FORMER FALLSIDE SECONDARY SCHOOL,SANDERSON AVENUE VIEWPARK UDDINGSTON,271559,660796,Derelict,"Site in settlement with population equal to or over 2,000",S01011533,-4.051737466770084,55.823269855668556
North Lanarkshire,NL008502019,SITE OF FORMER EAST CRINDLEDYKE FARM (HOUSING SITE,ABERNETHYN ROAD NEWMAINS,282535,656735,Derelict,"Site in settlement with population equal to or over 2,000",S01011422,-3.874895352868475,55.78959835107391
North Lanarkshire,NL008502023,SITE OF FORMER FORGEWOOD NURSERY CENTRE,FIFE DRIVE FORGEWOOD MOTHERWELL,274693,658862,Derelict,"Site in settlement with population equal to or over 2,000",S01011496,-4.00085582513112,55.806727570522746
North Lanarkshire,NL008502024,FORMER DRAFFEN TOWER  (HOUSING SITE NLMW1373),DRAFFEN STREET MOTHERWELL,275757,657415,Derelict,"Site in settlement with population equal to or over 2,000",S01011472,-3.983230218168825,55.79400906919352
North Lanarkshire,NL008502025,FORMER ALLAN & COURSINGTON TOWER BLOCKS (NLMW1374),COURSINGTON ROAD MOTHERWELL,275897,657356,Derelict,"Site in settlement with population equal to or over 2,000",S01011472,-3.9809718309266597,55.793515258906346
North Lanarkshire,NL008502026,SITE OF FORMER ORBISTON NURSERY SCHOOL,LIBERTY ROAD ORBISTON BELLSHILL,273249,659502,Derelict,"Site in settlement with population equal to or over 2,000",S01011514,-4.024177288500056,55.81209746070831
North Lanarkshire,NL008502028,SITE AT 91,BENHAR ROAD SHOTTS,287984,660339,Derelict,"Site in settlement with population equal to or over 2,000",S01011435,-3.7895284486958016,55.82325853942826
North Lanarkshire,NL008502029,FORMER VIEWPARK GARDENS,BAIRDS AVENUE VIEWPARK UDDINGSTON,270818,660816,Derelict,"Site in settlement with population equal to or over 2,000",S01011535,-4.063566175758236,55.82325164509387
North Lanarkshire,NL008502033,GOWKTHRAPPLE NORTH WEST ALLERSHAW AND BIRKSHAW TOW,ALLERSHAW PLACE GOWKTHRAPPLE WISHAW,278933,653817,Derelict,"Site in settlement with population equal to or over 2,000",S01011361,-3.9310071118886083,55.76250584234722
North Lanarkshire,NL008502034,FORMER BULLFROG PUB (FIRE DAMAGED),SHIELDS ROAD MUIRHOUSE MOTHERWELL,276610,655394,Derelict,"Site in settlement with population equal to or over 2,000",S01011375,-3.9687182368636686,55.776079764422775
North Lanarkshire,NL008502035,LAND TO SOUTH OF EVANS HALSHAW,DALZELL DRIVE MOTHERWELL,276167,655868,Derelict,"Site in settlement with population equal to or over 2,000",S01011381,-3.975991535963882,55.78022284046046
North Lanarkshire,NL008520122,GARNKIRK IND ESTATE - NLN00245,WOODHEAD ROAD MUIRHEAD,267733,668658,Derelict,"Site in settlement with population equal to or over 2,000",S01011703,-4.116597923470087,55.892827420272596
North Lanarkshire,NL008520219,GARTCOSH INTERCHANGE - SOUTH (SITE 1 & 2A/B),AULDYARDS ROAD GARTCOSH,270823,667900,Derelict,"Site in settlement with population under 2,000",S01011695,-4.066861706254748,55.88686056494825
North Lanarkshire,NL008520248,SITE OF FORMER STONEYETTS HOSPITAL NORTH (NLSK0441,GARTFERRY ROAD MOODIESBURN,269655,671626,Derelict,"Site in settlement with population equal to or over 2,000",S01011703,-4.087318712904513,55.920000974806236
North Lanarkshire,NL008520250,FORMER PEAT WORKS,A80 MOODIESBURN,270447,670788,Derelict,Site in countryside,S01011695,-4.074252730880682,55.91269069601809
North Lanarkshire,NL008520328,GARTCOSH INTERCHANGE WEST (SITE 3 REMAINDER),CRAIGNETHAN DRIVE GARTCOSH,270229,667973,Derelict,"Site in settlement with population under 2,000",S01011695,-4.076386623866466,55.88735627934578
North Lanarkshire,NL008520340,INDUSTRIAL SITE NLN00415,BUCHANAN GATE STEPPS,266966,668875,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011701,-4.128959931212384,55.89456440637394
North Lanarkshire,NL008521224,SITE OF FORMER GARAGE,STONEYETTS ROAD MOODIESBURN,269932,670470,Derelict,"Site in settlement with population equal to or over 2,000",S01011713,-4.082332844663062,55.90969641993972
North Lanarkshire,NL008521231,FORMER HOUSING SITE - NLSK300,EASTGATE GARTCOSH,270101,668255,Vacant Land,"Site in settlement with population under 2,000",S01011695,-4.078567008466812,55.88985381546775
North Lanarkshire,NL008521306,LAND EAST OF UNIT 6 BUCHANAN BUSINESS PARK,BUCHANAN COURT STEPPS,266671,668869,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011701,-4.133670731424464,55.89442890585562
North Lanarkshire,NL008521307,LAND SOUTH OF BUCHANAN BUSINESS PARK,CUMBERNAULD ROAD STEPPS,266701,668499,Derelict,"Site in settlement with population equal to or over 2,000",S01011703,-4.133009022685924,55.891115132253
North Lanarkshire,NL008521308,SITE OF FORMER GARTLOCH DISTILLERY,WOODHEAD ROAD CHRYSTON,267720,668044,Derelict,Site in countryside,S01011695,-4.116505408670547,55.88731092441457
North Lanarkshire,NL008521388,FORMER AUCHENGEICH SEWAGE TREATMENT WORKS,GARTFERRY ROAD CHRYSTON,269193,671281,Derelict,Site in countryside,S01011709,-4.0945388387112835,55.91677783267527
North Lanarkshire,NL008521499,GARTCOSH INTERCHANGE - EAST (PLOT1A),AULDYARDS ROAD GARTCOSH,270852,668275,Vacant Land,"Site in settlement with population under 2,000",S01011695,-4.0665774049771715,55.89023546743373
North Lanarkshire,NL008521573,FORMER DRUNCAVEL ROCK SAND WORKS,DRUMCAVEL ROAD MUIRHEAD,270714,669742,Derelict,Site in countryside,S01011695,-4.069483742356415,55.90337056483911
North Lanarkshire,NL008521814,FORMER CAR SALES YARD (NO 42),CUMBERNAULD ROAD STEPPS,265462,668165,Derelict,"Site in settlement with population equal to or over 2,000",S01011699,-4.152638739365972,55.887771625199576
North Lanarkshire,NL008521816,SITE OF FORMER TENNIS COURTS/BOWLING GREEN & PAVIL,GARTFERRY ROAD MOODIESBURN,269106,670988,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011709,-4.095787827092278,55.914123376158216
North Lanarkshire,NL008521899,FORMER FEPHEATCARE SITE,CUMBERNAULD ROAD CHRYSTON,268590,669511,Derelict,"Site in settlement with population equal to or over 2,000",S01011706,-4.103318958845483,55.900721048327206
North Lanarkshire,NL008521957,SITE TO WEST OF POTASSELS ROAD,POTASSELS ROAD MUIRHEAD,268075,669219,Derelict,"Site in settlement with population equal to or over 2,000",S01011704,-4.111407004273013,55.89795834348097
North Lanarkshire,NL008521960,ABANDONED YARD,GARTLOCH ROAD GARTCOSH,269440,667738,Derelict,"Site in settlement with population equal to or over 2,000",S01011694,-4.088878576558661,55.885032918999975
Orkney Islands,1100018,FORMER NAVAL BASE,LYNESS HOY,330623,994687,Derelict,Site in countryside,S01011827,-3.203511951410142,58.83403077008781
Perth and Kinross,1001,LADESIDE INDUSTRIAL ESTATE,ST CATHERINE'S RD PERTH,310889,724351,Derelict,"Site in settlement with population equal to or over 2,000",S01011935,-3.4454721581381498,56.40296946275477
Perth and Kinross,1010,SAWMILL,BAMFF ROAD ALYTH,324306,748686,Derelict,"Site in settlement with population equal to or over 2,000",S01011976,-3.235227575097152,56.62388557356011
Perth and Kinross,1012,BRIDGEND EAST,BRIDGEND EAST KINROSS,311420,701936,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011834,-3.4293330342179766,56.20175085324242
Perth and Kinross,1029,FORMER CAR SHOWROOM,RIGGS ROAD PERTH,310880,723685,Derelict,"Site in settlement with population equal to or over 2,000",S01011893,-3.44539118049099,56.39698626398172
Perth and Kinross,1041,GOODS YARD1,STATION ROAD MURTHLY,310026,738387,Derelict,"Site in settlement with population under 2,000",S01011998,-3.464295312563014,56.52886402610165
Perth and Kinross,1058,KINNON PARK FARM,METHVEN,303964,724686,Derelict,Site in countryside,S01011872,-3.557756328815216,56.4046198520946
Perth and Kinross,1067,FORMER GASWORKS,BROICH ROAD CRIEFF,286016,721090,Derelict,"Site in settlement with population equal to or over 2,000",S01011870,-3.8468625347604735,56.36833745915932
Perth and Kinross,1074,MILTON HOUSE AND GARAGE,NEWBURGH ROAD ABERNETHY,319340,716707,Vacant Land,"Site in settlement with population under 2,000",S01011885,-3.3062309382735533,56.335832701633315
Perth and Kinross,1075,FORMER BUILDERS YARD,RIGGS ROAD/LONG CAUSEWAY PERTH,310833,723788,Derelict,"Site in settlement with population equal to or over 2,000",S01011893,-3.4461874135834853,56.397902455783004
Perth and Kinross,1078,GOODS YARD,TULLOCH ROAD PERTH,310241,725124,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011923,-3.4562331205819996,56.40978912496609
Perth and Kinross,1081,FORMER ERROL SAWMILL,ERROL AIRFIELD B953 ERROL,326903,724841,Derelict,Site in countryside,S01011962,-3.186202479594314,56.410123077738064
